0,0,0,0,0,4385,45976,4393,4070
0,0,0,0,0,4385,45976,4393,4070
0,0,0,0,0,4385,45976,4393,4070
0,0,0,0,0,4387,45990,4393,4070
0,0,0,0,0,4387,46032,4393,4070
0,0,0,0,0,4387,46036,4393,4070
0,0,0,0,0,4386,46038,4393,4070
0,0,0,0,0,4388,46044,4393,4070
0,0,0,0,0,4388,46044,4393,4070
0,0,0,0,0,4388,46044,4393,4070
0,0,0,0,0,4386,46046,4393,4070
0,0,0,0,0,4388,46068,4393,4070
0,0,0,0,0,4388,46068,4393,4070
0,0,0,0,0,4389,46088,4393,4070
0,0,0,0,0,4389,46090,4393,4070
0,0,0,0,0,4386,46092,4393,4070
0,0,0,0,0,4388,46096,4393,4070
0,0,0,0,0,4388,46096,4393,4070
0,0,0,0,0,4388,46098,4393,4070
0,0,0,0,0,4388,46100,4393,4070
0,0,0,0,0,4388,46100,4393,4070
0,0,0,0,0,4388,46116,4393,4070
0,0,0,0,0,4389,46138,4393,4070
0,0,0,0,0,4389,46138,4393,4070
0,0,0,0,0,4388,46142,4393,4070
0,0,0,0,0,4388,46142,4393,4070
0,0,0,0,0,4388,46142,4393,4070
0,0,0,0,0,4388,46144,4393,4070
0,0,0,0,0,4388,46148,4393,4070
0,0,0,0,0,4388,46148,4393,4070
0,0,0,0,0,4388,46148,4393,4070
0,0,0,0,0,4388,46152,4393,4070
0,0,0,0,0,4388,46154,4393,4070
0,0,0,0,0,4388,46160,4393,4070
0,0,0,0,0,4388,46174,4393,4070
0,0,0,0,0,4388,46174,4393,4070
0,0,0,0,0,4388,46174,4393,4070
0,0,0,0,0,4387,46182,4393,4070
0,0,0,0,0,4386,46200,4393,4070
0,0,0,0,0,4386,46200,4393,4070
0,0,0,0,0,4386,46220,4393,4070
0,0,0,0,0,4386,46234,4393,4070
0,0,0,0,0,4386,46236,4393,4070
0,0,0,0,0,4386,46254,4393,4070
0,0,0,0,0,4386,46256,4393,4070
0,0,0,0,0,4386,46256,4393,4070
0,0,0,0,0,4386,46256,4393,4070
0,0,0,0,0,4386,46256,4393,4070
0,0,0,0,0,4387,46272,4393,4070
0,0,0,0,0,4387,46272,4393,4070
0,0,0,0,0,4386,46310,4393,4070
0,0,0,0,0,4386,46314,4393,4070
0,0,0,0,0,4386,46314,4393,4070
